 Re{Ex} Im{Ex} Re{Ey} Im{Ey} Re{Ez} Im{Ez} Re{Hx} Im{Hx} Re{Hy} Im{Hy} Re{Hz} Im{Hz}
 -0.21907564E-13 -0.15693121E-13  0.25454792E-29  0.32820761E-29  0.44895478E-14  0.44621953E-14  0.10568833E-32  0.30715138E-32  0.67408756E-17  0.23541569E-16  0.39657589E-34  0.11755753E-33
 -0.25116269E-13 -0.15904274E-13  0.29477278E-29  0.34012623E-29  0.52419440E-14  0.46762554E-14  0.13233759E-32  0.33901725E-32  0.88440824E-17  0.25806029E-16  0.54725537E-34  0.13661467E-33
 -0.28685269E-13 -0.15944606E-13  0.33965501E-29  0.35109384E-29  0.60893746E-14  0.48694298E-14  0.16336520E-32  0.37327978E-32  0.11310296E-16  0.28203082E-16  0.74406791E-34  0.15717313E-33
 -0.32644834E-13 -0.15774484E-13  0.38966483E-29  0.36083697E-29  0.70412192E-14  0.50339557E-14  0.19934570E-32  0.41006379E-32  0.14187562E-16  0.30727568E-16  0.99648743E-34  0.17890661E-33
 -0.37026550E-13 -0.15348186E-13  0.44532845E-29  0.36904404E-29  0.81075057E-14  0.51606854E-14  0.24092697E-32  0.44950228E-32  0.17529113E-16  0.33371266E-16  0.13151773E-33  0.20131168E-33
 -0.41863197E-13 -0.14613145E-13  0.50723857E-29  0.37535936E-29  0.92989225E-14  0.52388939E-14  0.28884230E-32  0.49173837E-32  0.21393834E-16  0.36122306E-16  0.17119716E-33  0.22366136E-33
 -0.47188579E-13 -0.13509099E-13  0.57606728E-29  0.37937556E-29  0.10626828E-13  0.52560640E-14  0.34392503E-32  0.53692737E-32  0.25846762E-16  0.38964514E-16  0.21997938E-33  0.24495059E-33
 -0.53037316E-13 -0.11967150E-13  0.65258166E-29  0.38062364E-29  0.12103253E-13  0.51976412E-14  0.40712663E-32  0.58523905E-32  0.30959630E-16  0.41876644E-16  0.27924913E-33  0.26383295E-33
 -0.59444589E-13 -0.99087077E-14  0.73766264E-29  0.37856013E-29  0.13740908E-13  0.50467574E-14  0.47953865E-32  0.63685983E-32  0.36811463E-16  0.44831519E-16  0.35045591E-33  0.27854813E-33
 -0.66445820E-13 -0.72443058E-14  0.83232756E-29  0.37255015E-29  0.15553172E-13  0.47839146E-14  0.56241970E-32  0.69199468E-32  0.43489236E-16  0.47795045E-16  0.43507225E-33  0.28683997E-33
 -0.74076297E-13 -0.38722665E-14  0.93775699E-29  0.36184539E-29  0.17554095E-13  0.43866220E-14  0.65722837E-32  0.75086838E-32  0.51088593E-16  0.50725081E-16  0.53453420E-33  0.28586530E-33
 -0.82370723E-13  0.32281239E-15  0.10553262E-28  0.34555537E-29  0.19758379E-13  0.38289754E-14  0.76566351E-32  0.81372566E-32  0.59714667E-16  0.53570148E-16  0.65016011E-33  0.27209416E-33
 -0.91362679E-13  0.54717819E-14  0.11866420E-28  0.32261011E-29  0.22181370E-13  0.30811657E-14  0.88971330E-32  0.88082957E-32  0.69482997E-16  0.56267947E-16  0.78304312E-33  0.24120277E-33
 -0.10108398E-12  0.11722922E-13  0.13335848E-28  0.29171197E-29  0.24839040E-13  0.21088981E-14  0.10317152E-31  0.95245709E-32  0.80520570E-16  0.58743642E-16  0.93391294E-33  0.18796105E-33
 -0.11156393E-12  0.19244228E-13  0.14983566E-28  0.25127388E-29  0.27747955E-13  0.87269795E-15  0.11944288E-31  0.10288910E-31  0.92967035E-16  0.60907865E-16  0.11029618E-32  0.10611710E-33
 -0.12282839E-12  0.28226079E-13  0.16835353E-28  0.19934062E-29  0.30925248E-13 -0.67292743E-15  0.13811249E-31  0.11104061E-31  0.10697609E-15  0.62654380E-16  0.12896301E-32 -0.11718760E-34
 -0.13489866E-12  0.38884363E-13  0.18921335E-28  0.13348923E-29  0.34388560E-13 -0.25805134E-14  0.15956935E-31  0.11972484E-31  0.12271715E-15  0.63857327E-16  0.14923473E-32 -0.17418770E-33
 -0.14779012E-12  0.51464171E-13  0.21276641E-28  0.50703803E-30  0.38155958E-13 -0.49109031E-14  0.18427766E-31  0.12896035E-31  0.14037723E-15  0.64367939E-16  0.17082235E-32 -0.39129281E-33
 -0.16151053E-12  0.66244195E-13  0.23942089E-28 -0.52780589E-30  0.42245799E-13 -0.77348254E-14  0.21279291E-31  0.13875511E-31  0.16016330E-15  0.64010581E-16  0.19326875E-32 -0.67450701E-33
 -0.17605779E-12  0.83541972E-13  0.26964919E-28 -0.18167160E-29  0.46676498E-13 -0.11134877E-13  0.24578181E-31  0.14910012E-31  0.18230495E-15  0.62577953E-16  0.21590642E-32 -0.10368842E-32
 -0.19141715E-12  0.10372018E-12  0.30399542E-28 -0.34185843E-29  0.51466156E-13 -0.15208034E-13  0.28404665E-31  0.15996026E-31  0.20705763E-15  0.59825181E-16  0.23780840E-32 -0.14931863E-32
 -0.20755743E-12  0.12719421E-12  0.34308308E-28 -0.54070528E-29  0.56631943E-13 -0.20068840E-13  0.32855553E-31  0.17126162E-31  0.23470653E-15  0.55462499E-16  0.25773032E-32 -0.20600483E-32
 -0.22442615E-12  0.15444126E-12  0.38762271E-28 -0.78741124E-29  0.62189103E-13 -0.25853480E-13  0.38047979E-31  0.18287368E-31  0.26557107E-15  0.49146075E-16  0.27404047E-32 -0.27562187E-32
 -0.24194275E-12  0.18601118E-12  0.43841961E-28 -0.10934519E-28  0.68149372E-13 -0.32724979E-13  0.44124065E-31  0.19458423E-31  0.30001022E-15  0.40466433E-16  0.28463170E-32 -0.36029271E-32
 -0.25998975E-12  0.22253953E-12  0.49638164E-28 -0.14731235E-28  0.74518499E-13 -0.40879840E-13  0.51256726E-31  0.20606407E-31  0.33842871E-15  0.28933687E-16  0.28680477E-32 -0.46244492E-32
 -0.27840052E-12  0.26476291E-12  0.56252722E-28 -0.19442188E-28  0.81292405E-13 -0.50556505E-13  0.59656910E-31  0.21681694E-31  0.38128407E-15  0.13958622E-16  0.27710538E-32 -0.58489537E-32
 -0.29694294E-12  0.31353691E-12  0.63799400E-28 -0.25288765E-28  0.88451327E-13 -0.62046083E-13  0.69582578E-31  0.22610822E-31  0.42909450E-15 -0.51717500E-17  0.25108682E-32 -0.73097136E-32
 -0.31529745E-12  0.36985685E-12  0.72404827E-28 -0.32546644E-28  0.95950977E-13 -0.75705874E-13  0.81349780E-31  0.23286326E-31  0.48244741E-15 -0.29325895E-16  0.20295451E-32 -0.90467434E-32
 -0.33302757E-12  0.43488107E-12  0.82209516E-28 -0.41559867E-28  0.10370936E-12 -0.91976266E-13  0.95346142E-31  0.23552219E-31  0.54200803E-15 -0.59569100E-16  0.12502731E-32 -0.11108841E-31
 -0.34954109E-12  0.50995648E-12  0.93368868E-28 -0.52759436E-28  0.11158730E-12 -0.11140160E-12  0.11204698E-30  0.23183277E-31  0.60852741E-15 -0.97217560E-16  0.69216066E-34 -0.13555846E-31
 -0.36403926E-12  0.59664552E-12  0.10605386E-27 -0.66688331E-28  0.11936001E-12 -0.13465556E-12  0.13203407E-30  0.21855596E-31  0.68284821E-15 -0.14390934E-15 -0.16567196E-32 -0.16460624E-31
 -0.37545135E-12  0.69675296E-12  0.12045069E-27 -0.84035614E-28  0.12667595E-12 -0.16257130E-12  0.15601651E-30  0.19104983E-31  0.76590585E-15 -0.20169765E-15 -0.41279360E-32 -0.19909724E-31
 -0.38235197E-12  0.81235038E-12  0.13675802E-27 -0.10568338E-27  0.13299771E-12 -0.19617642E-12  0.18485252E-30  0.14268553E-31  0.85872096E-15 -0.27317361E-15 -0.76282336E-32 -0.24000806E-31
 -0.38285886E-12  0.94579552E-12  0.15517905E-27 -0.13277176E-27  0.13751829E-12 -0.23673151E-12  0.21956952E-30  0.64035612E-32  0.96237691E-15 -0.36162781E-15 -0.12561616E-31 -0.28833558E-31
 -0.37451019E-12  0.10997430E-11  0.17590380E-27 -0.16678887E-27  0.13904303E-12 -0.28577019E-12  0.26137778E-30 -0.58242004E-32  0.10779725E-14 -0.47126279E-15 -0.19502783E-31 -0.34488775E-31
 -0.35412257E-12  0.12771436E-11  0.19907370E-27 -0.20969491E-27  0.13582541E-12 -0.34513559E-12  0.31166991E-30 -0.24291908E-31  0.12065347E-14 -0.60747201E-15 -0.29264163E-31 -0.40987321E-31
 -0.31763449E-12  0.14812327E-11  0.22471556E-27 -0.26409215E-27  0.12534054E-12 -0.41700500E-12  0.37199361E-30 -0.51622421E-31  0.13488693E-14 -0.77720496E-15 -0.42981477E-31 -0.48216532E-31
 -0.25994545E-12  0.17155129E-11  0.25262460E-27 -0.33345523E-27  0.10397671E-12 -0.50388836E-12  0.44397871E-30 -0.91451119E-31  0.15053139E-14 -0.98944333E-15 -0.62217471E-31 -0.55805963E-31
 -0.17476712E-12  0.19837551E-11  0.28216500E-27 -0.42243925E-27  0.66620206E-13 -0.60857796E-12  0.52919004E-30 -0.14877067E-30  0.16753450E-14 -0.12558186E-14 -0.89078897E-31 -0.62926917E-31
 -0.54509456E-13  0.22900648E-11  0.31194010E-27 -0.53728546E-27  0.61044880E-14 -0.73401445E-12  0.62886492E-30 -0.23036703E-30  0.18569620E-14 -0.15914085E-14 -0.12633339E-30 -0.67980700E-31
  0.10977449E-12  0.26391194E-11  0.33926043E-27 -0.68634617E-27 -0.87509185E-13 -0.88301679E-12  0.74347714E-30 -0.34535714E-30  0.20457400E-14 -0.20157554E-14 -0.17749885E-30 -0.68128964E-31
  0.32837417E-12  0.30367682E-11  0.35930265E-27 -0.88075013E-27 -0.22785411E-12 -0.10578000E-11  0.87204631E-30 -0.50583210E-30  0.22333910E-14 -0.25541591E-14 -0.24685514E-30 -0.58605987E-31
  0.61287618E-12  0.34913455E-11  0.36380071E-27 -0.11352270E-26 -0.43341554E-12 -0.12591728E-11  0.10110817E-29 -0.72759740E-30  0.24055982E-14 -0.32393010E-14 -0.33929241E-30 -0.31738127E-31
  0.97625327E-12  0.40163024E-11  0.33903264E-27 -0.14691024E-26 -0.72894576E-12 -0.14852647E-11  0.11530105E-29 -0.10309818E-29  0.25387780E-14 -0.41132642E-14 -0.45985571E-30  0.24418705E-31
  0.14335388E-11  0.46351776E-11  0.26274515E-27 -0.19074631E-26 -0.11471402E-11 -0.17295823E-11  0.12838896E-29 -0.14416557E-29  0.25952598E-14 -0.52300211E-14 -0.61276332E-30  0.12792409E-30
  0.20041408E-11  0.53905920E-11  0.99463901E-28 -0.24824730E-26 -0.17305451E-11 -0.19781288E-11  0.13801279E-29 -0.19913563E-29  0.25161118E-14 -0.66584674E-14 -0.79955181E-30  0.30538583E-30
  0.27180756E-11  0.63600007E-11 -0.20669057E-27 -0.32347959E-26 -0.25336195E-11 -0.22052522E-11  0.14038482E-29 -0.27183558E-29  0.22104283E-14 -0.84860992E-14 -0.10158120E-29  0.59507716E-30
  0.36308526E-11  0.76825948E-11 -0.74313959E-27 -0.42150502E-26 -0.36248231E-11 -0.23678113E-11  0.12963628E-29 -0.36674301E-29  0.15391990E-14 -0.10823466E-13 -0.12456864E-29  0.10508061E-29
  0.48566468E-11  0.96043909E-11 -0.16464705E-26 -0.54851928E-26 -0.50885676E-11 -0.23971737E-11  0.96897841E-30 -0.48889862E-29  0.29065848E-15 -0.13809613E-13 -0.14528281E-29  0.17465443E-29
  0.66393593E-11  0.12552843E-10 -0.31311914E-26 -0.71197157E-26 -0.70269532E-11 -0.21885039E-11  0.28988521E-30 -0.64368868E-29 -0.18582255E-14 -0.17618913E-13 -0.15657202E-29  0.27817174E-29
  0.95019850E-11  0.17259549E-10 -0.55386182E-26 -0.92065788E-26 -0.95616385E-11 -0.15867686E-11 -0.93502310E-30 -0.83643704E-29 -0.54038146E-14 -0.22470057E-13 -0.14538186E-29  0.42868999E-29
  0.14560186E-10  0.24962446E-10 -0.94244525E-26 -0.11847979E-25 -0.12837614E-10 -0.36891342E-12 -0.29914077E-29 -0.10717310E-28 -0.11119979E-13 -0.28638759E-13 -0.88818489E-30  0.64294241E-29
  0.24191254E-10  0.37743109E-10 -0.15725936E-25 -0.15161568E-25 -0.17034890E-10  0.17781990E-11 -0.63038658E-29 -0.13523853E-28 -0.20242174E-13 -0.36477341E-13  0.52556836E-30  0.94181134E-29
  0.43511980E-10  0.59104201E-10 -0.26105709E-25 -0.19284076E-25 -0.22406750E-10  0.52840541E-11 -0.11518694E-28 -0.16779216E-28 -0.34813605E-13 -0.46447710E-13  0.34674995E-29  0.13505980E-28
  0.83833929E-10  0.95001926E-10 -0.43724233E-25 -0.24382886E-25 -0.29403093E-10  0.10723397E-10 -0.19661677E-28 -0.20423778E-28 -0.58386674E-13 -0.59181611E-13  0.91352137E-29  0.18989335E-28
  0.17143953E-09  0.15581619E-09 -0.75167421E-25 -0.30690780E-25 -0.39076850E-10  0.18840336E-10 -0.32469080E-28 -0.24311084E-28 -0.97578277E-13 -0.75599272E-13  0.19736498E-28  0.26201411E-28
  0.37260784E-09  0.26046829E-09 -0.13592682E-24 -0.38607846E-25 -0.54536577E-10  0.30534850E-10 -0.53158075E-28 -0.28157304E-28 -0.16592675E-12 -0.97162079E-13  0.39672801E-28  0.35498218E-28
  0.87737412E-09  0.44613941E-09 -0.26886626E-24 -0.49009247E-25 -0.87016699E-10  0.46656618E-10 -0.88443240E-28 -0.31445917E-28 -0.29496435E-12 -0.12646588E-12  0.78862127E-28  0.47232643E-28
  0.23508671E-08  0.79513711E-09 -0.62302685E-24 -0.64254453E-25 -0.18877752E-09  0.66750928E-10 -0.15457648E-27 -0.33186472E-28 -0.57323847E-12 -0.16884031E-12  0.16420637E-27  0.61695863E-28
  0.79789470E-08  0.15250429E-08 -0.19328277E-23 -0.91839637E-25 -0.72812106E-09  0.80647359E-10 -0.29759221E-27 -0.31018012E-28 -0.13348794E-11 -0.23766255E-12  0.39263482E-27  0.78820572E-28
  0.40497033E-07  0.32932610E-08 -0.10494754E-22 -0.14963435E-24 -0.73871519E-08 -0.11626496E-10 -0.60643549E-27 -0.15823801E-28 -0.47465232E-11 -0.37843364E-12  0.12976607E-26  0.94306093E-28
 -0.32990760E-06  0.32344090E-08 -0.20152674E-22  0.19836988E-24  0.50359369E-24  0.26933440E-26  0.16397296E-26  0.40412838E-28 -0.26763105E-10 -0.65981086E-12  0.79844996E-12  0.14158463E-13
  0.40497033E-07  0.32932610E-08 -0.18450992E-23  0.84557934E-25  0.73871519E-08  0.11626496E-10 -0.83846818E-29  0.10173651E-28 -0.47465232E-11 -0.37843364E-12 -0.43255356E-27 -0.31435364E-28
  0.79789470E-08  0.15250429E-08 -0.31856285E-24  0.31641418E-25  0.72812106E-09 -0.80647359E-10 -0.44705543E-28 -0.63758115E-30 -0.13348794E-11 -0.23766255E-12 -0.13087827E-27 -0.26273524E-28
  0.23508671E-08  0.79513711E-09 -0.11170955E-24  0.11040586E-25  0.18877752E-09 -0.66750928E-10 -0.28125003E-28 -0.41698325E-29 -0.57323847E-12 -0.16884031E-12 -0.54735458E-28 -0.20565288E-28
  0.87737412E-09  0.44613941E-09 -0.53806306E-25  0.18756912E-26  0.87016699E-10 -0.46656618E-10 -0.17440175E-28 -0.53194380E-29 -0.29496435E-12 -0.12646588E-12 -0.26287376E-28 -0.15744214E-28
  0.37260784E-09  0.26046829E-09 -0.30098506E-25 -0.22365601E-26  0.54536577E-10 -0.30534850E-10 -0.10945970E-28 -0.54194605E-29 -0.16592675E-12 -0.97162079E-13 -0.13224267E-28 -0.11832739E-28
  0.17143953E-09  0.15581619E-09 -0.18057378E-25 -0.38696003E-26  0.39076850E-10 -0.18840336E-10 -0.68397292E-29 -0.50176144E-29 -0.97578277E-13 -0.75599272E-13 -0.65788328E-29 -0.87338036E-29
  0.83833929E-10  0.95001926E-10 -0.11152513E-25 -0.42495019E-26  0.29403093E-10 -0.10723397E-10 -0.41704574E-29 -0.43920403E-29 -0.58386674E-13 -0.59181611E-13 -0.30450712E-29 -0.63297785E-29
  0.43511980E-10  0.59104201E-10 -0.69256760E-26 -0.40152996E-26  0.22406750E-10 -0.52840541E-11 -0.24184191E-29 -0.36970040E-29 -0.34813605E-13 -0.46447710E-13 -0.11558332E-29 -0.45019933E-29
  0.24191254E-10  0.37743109E-10 -0.42544541E-26 -0.35131233E-26  0.17034890E-10 -0.17781990E-11 -0.12749715E-29 -0.30188892E-29 -0.20242174E-13 -0.36477341E-13 -0.17518945E-30 -0.31393711E-29
  0.14560186E-10  0.24962446E-10 -0.25471147E-26 -0.29303205E-26  0.12837614E-10  0.36891342E-12 -0.54320100E-30 -0.24033577E-29 -0.11119979E-13 -0.28638759E-13  0.29606163E-30 -0.21431414E-29
  0.95019850E-11  0.17259549E-10 -0.14583202E-26 -0.23642979E-26  0.95616385E-11  0.15867686E-11 -0.91082227E-31 -0.18708607E-29 -0.54038146E-14 -0.22470057E-13  0.48460619E-30 -0.14289666E-29
  0.66393593E-11  0.12552843E-10 -0.77270146E-27 -0.18608119E-26  0.70269532E-11  0.21885039E-11  0.17248407E-30 -0.14263974E-29 -0.18582255E-14 -0.17618913E-13  0.52190674E-30 -0.92723915E-30
  0.48566468E-11  0.96043909E-11 -0.35056761E-27 -0.14363314E-26  0.50885676E-11  0.23971737E-11  0.31112767E-30 -0.10659321E-29  0.29065848E-15 -0.13809613E-13  0.48427602E-30 -0.58218144E-30
  0.36308526E-11  0.76825948E-11 -0.99496130E-28 -0.10914012E-26  0.36248231E-11  0.23678113E-11  0.36928843E-30 -0.78064592E-30  0.15391990E-14 -0.10823466E-13  0.41522880E-30 -0.35026871E-30
  0.27180756E-11  0.63600007E-11  0.42059229E-28 -0.81864015E-27  0.25336195E-11  0.22052522E-11  0.37771628E-30 -0.55970278E-30  0.22104283E-14 -0.84860992E-14  0.33860399E-30 -0.19835905E-30
  0.20041408E-11  0.53905920E-11  0.11496679E-27 -0.60743862E-27  0.17305451E-11  0.19781288E-11  0.35733101E-30 -0.39197640E-30  0.25161118E-14 -0.66584674E-14  0.26651727E-30 -0.10179528E-30
  0.14335388E-11  0.46351776E-11  0.14610101E-27 -0.44660584E-27  0.11471402E-11  0.17295823E-11  0.32202064E-30 -0.26705426E-30  0.25952598E-14 -0.52300211E-14  0.20425444E-30 -0.42641364E-31
  0.97625327E-12  0.40163024E-11  0.15286306E-27 -0.32574907E-27  0.72894576E-12  0.14852647E-11  0.28069996E-30 -0.17575073E-30  0.25387780E-14 -0.41132642E-14  0.15328524E-30 -0.81395683E-32
  0.61287618E-12  0.34913455E-11  0.14628546E-27 -0.23588683E-27  0.43341554E-12  0.12591728E-11  0.23882695E-30 -0.11029915E-30  0.24055982E-14 -0.32393010E-14  0.11309747E-30  0.10579376E-31
  0.32837417E-12  0.30367682E-11  0.13317230E-27 -0.16961776E-27  0.22785411E-12  0.10578000E-11  0.19951160E-30 -0.64345941E-31  0.22333910E-14 -0.25541591E-14  0.82285046E-31  0.19535329E-31
  0.10977449E-12  0.26391194E-11  0.11756798E-27 -0.12104909E-27  0.87509185E-13  0.88301679E-12  0.16431542E-30 -0.32832767E-31  0.20457400E-14 -0.20157554E-14  0.59166282E-31  0.22709655E-31
 -0.54509456E-13  0.22900648E-11  0.10175487E-27 -0.85611135E-28 -0.61044880E-14  0.73401445E-12  0.13381755E-30 -0.11825231E-31  0.18569620E-14 -0.15914085E-14  0.42111130E-31  0.22660233E-31
 -0.17476712E-12  0.19837551E-11  0.86920732E-28 -0.59833104E-28 -0.66620206E-13  0.60857796E-12  0.10800648E-30  0.16742537E-32  0.16753450E-14 -0.12558186E-14  0.29692966E-31  0.20975639E-31
 -0.25994545E-12  0.17155129E-11  0.73596822E-28 -0.41121829E-28 -0.10397671E-12  0.50388836E-12  0.86543642E-31  0.99069139E-32  0.15053139E-14 -0.98944333E-15  0.20739157E-31  0.18601988E-31
 -0.31763449E-12  0.14812327E-11  0.61938852E-28 -0.27564487E-28 -0.12534054E-12  0.41700500E-12  0.68934921E-31  0.14519245E-31  0.13488693E-14 -0.77720496E-15  0.14327159E-31  0.16072177E-31
 -0.35412257E-12  0.12771436E-11  0.51902065E-28 -0.17763307E-28 -0.13582541E-12  0.34513559E-12  0.54637339E-31  0.16700652E-31  0.12065347E-14 -0.60747201E-15  0.97547212E-32  0.13662440E-31
 -0.37451019E-12  0.10997430E-11  0.43346511E-28 -0.10703065E-28 -0.13904303E-12  0.28577019E-12  0.43121408E-31  0.17296282E-31  0.10779725E-14 -0.47126279E-15  0.65009276E-32  0.11496258E-31
 -0.38285886E-12  0.94579552E-12  0.36097455E-28 -0.56484058E-29 -0.13751829E-12  0.23673151E-12  0.33904112E-31  0.16896732E-31  0.96237691E-15 -0.36162781E-15  0.41872055E-32  0.96111862E-32
 -0.38235197E-12  0.81235038E-12  0.29977804E-28 -0.20663846E-29 -0.13299771E-12  0.19617642E-12  0.26563176E-31  0.15907557E-31  0.85872096E-15 -0.27317361E-15  0.25427445E-32  0.80002687E-32
 -0.37545135E-12  0.69675296E-12  0.24823720E-28  0.43067146E-30 -0.12667595E-12  0.16257130E-12  0.20740030E-31  0.14601940E-31  0.76590585E-15 -0.20169765E-15  0.13759787E-32  0.66365746E-32
 -0.36403926E-12  0.59664552E-12  0.20490635E-28  0.21265571E-29 -0.11936001E-12  0.13465556E-12  0.16136428E-31  0.13159802E-31  0.68284821E-15 -0.14390934E-15  0.55223986E-33  0.54868747E-32
 -0.34954109E-12  0.50995648E-12  0.16854143E-28  0.32307402E-29 -0.11158730E-12  0.11140160E-12  0.12507957E-31  0.11696331E-31  0.60852741E-15 -0.97217560E-16 -0.23072022E-34  0.45186154E-32
 -0.33302757E-12  0.43488107E-12  0.13808467E-28  0.38992345E-29 -0.10370936E-12  0.91976266E-13  0.96564341E-32  0.10282443E-31  0.54200803E-15 -0.59569100E-16 -0.41675768E-33  0.37029469E-32
 -0.31529745E-12  0.36985685E-12  0.11264009E-28  0.42492522E-29 -0.95950977E-13  0.75705874E-13  0.74223375E-32  0.89592375E-32  0.48244741E-15 -0.29325895E-16 -0.67651504E-33  0.30155811E-32
 -0.29694294E-12  0.31353691E-12  0.91447925E-29  0.43694776E-29 -0.88451327E-13  0.62046083E-13  0.56778856E-32  0.77480595E-32  0.42909450E-15 -0.51717500E-17 -0.83695606E-33  0.24365712E-32
 -0.27840052E-12  0.26476291E-12  0.73861639E-29  0.43273056E-29 -0.81292405E-13  0.50556505E-13  0.43210262E-32  0.66574186E-32  0.38128407E-15  0.13958622E-16 -0.92368460E-33  0.19496512E-32
 -0.25998975E-12  0.22253953E-12  0.59328673E-29  0.41739993E-29 -0.74518499E-13  0.40879840E-13  0.32703875E-32  0.56876841E-32  0.33842871E-15  0.28933687E-16 -0.95601592E-33  0.15414831E-32
 -0.24194275E-12  0.18601118E-12  0.47375064E-29  0.39484269E-29 -0.68149372E-13  0.32724979E-13  0.24611365E-32  0.48342379E-32  0.30001022E-15  0.40466433E-16 -0.94877234E-33  0.12009757E-32
 -0.22442615E-12  0.15444126E-12  0.37593315E-29  0.36798289E-29 -0.62189103E-13  0.25853480E-13  0.18416344E-32  0.40895697E-32  0.26557107E-15  0.49146075E-16 -0.91346822E-33  0.91873958E-33
 -0.20755743E-12  0.12719421E-12  0.29632843E-29  0.33899153E-29 -0.56631943E-13  0.20068840E-13  0.13707641E-32  0.34446549E-32  0.23470653E-15  0.55462499E-16 -0.85910107E-33  0.68668278E-33
 -0.19141715E-12  0.10372018E-12  0.23192341E-29  0.30944915E-29 -0.51466156E-13  0.15208034E-13  0.10158061E-32  0.28898513E-32  0.20705763E-15  0.59825181E-16 -0.79269468E-33  0.49772878E-33
 -0.17605779E-12  0.83541972E-13  0.18013525E-29  0.28047416E-29 -0.46676498E-13  0.11134877E-13  0.75075467E-33  0.24154743E-32  0.18230495E-15  0.62577953E-16 -0.71968808E-33  0.34562808E-33
 -0.16151053E-12  0.66244195E-13  0.13875844E-29  0.25282561E-29 -0.42245799E-13  0.77348254E-14  0.55498116E-33  0.20121587E-32  0.16016330E-15  0.64010581E-16 -0.64422915E-33  0.22483567E-33
 -0.14779012E-12  0.51464171E-13  0.10591902E-29  0.22698604E-29 -0.38155958E-13  0.49109031E-14  0.41217081E-33  0.16710786E-32  0.14037723E-15  0.64367939E-16 -0.56940784E-33  0.13043094E-33
 -0.13489866E-12  0.38884363E-13  0.80033817E-30  0.20322844E-29 -0.34388560E-13  0.25805134E-14  0.30947293E-33  0.13840724E-32  0.12271715E-15  0.63857327E-16 -0.49744909E-33  0.58062568E-34
 -0.12282839E-12  0.28226079E-13  0.59773790E-30  0.18167013E-29 -0.30925248E-13  0.67292743E-15  0.23681850E-33  0.11437043E-32  0.10697609E-15  0.62654380E-16 -0.42987669E-33  0.39062532E-35
 -0.11156393E-12  0.19244228E-13  0.44030841E-30  0.16231590E-29 -0.27747955E-13 -0.87269795E-15  0.18636992E-33  0.94328257E-33  0.92967035E-16  0.60907865E-16 -0.36765392E-33 -0.35372365E-34
 -0.10108398E-12  0.11722922E-13  0.31887680E-30  0.14509212E-29 -0.24839040E-13 -0.21088981E-14  0.15207529E-33  0.77684986E-33  0.80520570E-16  0.58743642E-16 -0.31130431E-33 -0.62653684E-34
 -0.91362679E-13  0.54717819E-14  0.22590638E-30  0.12987337E-29 -0.22181370E-13 -0.30811657E-14  0.12930667E-33  0.63915318E-33  0.69482997E-16  0.56267947E-16 -0.26101437E-33 -0.80400923E-34
 -0.82370723E-13  0.32281239E-15  0.15525270E-30  0.11650290E-29 -0.19758379E-13 -0.38289754E-14  0.11456583E-33  0.52560188E-33  0.59714667E-16  0.53570148E-16 -0.21672004E-33 -0.90698052E-34
 -0.74076297E-13 -0.38722665E-14  0.10194664E-30  0.10480793E-29 -0.17554095E-13 -0.43866220E-14  0.10524520E-33  0.43221768E-33  0.51088593E-16  0.50725081E-16 -0.17817807E-33 -0.95288433E-34
 -0.66445820E-13 -0.72443058E-14  0.62003186E-31  0.94610996E-30 -0.15553172E-13 -0.47839146E-14  0.99433900E-34  0.35558063E-33  0.43489236E-16  0.47795045E-16 -0.14502408E-33 -0.95613324E-34
 -0.59444589E-13 -0.99087077E-14  0.32254608E-31  0.85737819E-30 -0.13740908E-13 -0.50467574E-14  0.95760814E-34  0.29277356E-33  0.36811463E-16  0.44831519E-16 -0.11681864E-33 -0.92849376E-34
 -0.53037316E-13 -0.11967150E-13  0.10206217E-31  0.78022775E-30 -0.12103253E-13 -0.51976412E-14  0.93268389E-34  0.24132691E-33  0.30959630E-16  0.41876644E-16 -0.93083043E-34 -0.87944317E-34
 -0.47188579E-13 -0.13509099E-13 -0.60871270E-32  0.71312270E-30 -0.10626828E-13 -0.52560640E-14  0.91311637E-34  0.19916565E-33  0.25846762E-16  0.38964514E-16 -0.73326460E-34 -0.81650198E-34
 -0.41863197E-13 -0.14613145E-13 -0.18125778E-31  0.65466649E-30 -0.92989225E-14 -0.52388939E-14  0.89477977E-34  0.16455900E-33  0.21393834E-16  0.36122306E-16 -0.57065719E-34 -0.74553788E-34
 -0.37026550E-13 -0.15348186E-13 -0.27053383E-31  0.60360988E-30 -0.81075057E-14 -0.51606854E-14  0.87524173E-34  0.13607382E-33  0.17529113E-16  0.33371266E-16 -0.43839243E-34 -0.67103895E-34
 -0.32644834E-13 -0.15774484E-13 -0.33730276E-31  0.55885085E-30 -0.70412192E-14 -0.50339557E-14  0.85327243E-34  0.11253202E-33  0.14187562E-16  0.30727568E-16 -0.33216248E-34 -0.59635537E-34
 -0.28685269E-13 -0.15944606E-13 -0.38794086E-31  0.51942908E-30 -0.60893746E-14 -0.48694298E-14  0.82846718E-34  0.92972143E-34  0.11310296E-16  0.28203082E-16 -0.24802264E-34 -0.52391043E-34
 -0.25116269E-13 -0.15904274E-13 -0.42709367E-31  0.48451682E-30 -0.52419440E-14 -0.46762554E-14  0.80096061E-34  0.76615160E-34  0.88440824E-17  0.25806029E-16 -0.18241846E-34 -0.45538224E-34
